YEAR,PERIOD,UNIT_CODE,UNIT_TITLE,DELIVERY_UNIT,FULL_PERIOD_NUM,CLASS_SIZE,CLASS_BOXPLOT
2025,H1B4,NBC1101,Maths for builders,NBC1101-2025-H1B4,2025140,24,"{""q1"": 25.0, ""median"": 62.0, ""q3"": 72.5, ""whisker_low"": 0.0, ""whisker_high"": 93.0, ""outliers"": []}"
2025,H1B4,NBC1104,Structural principles in construction,NBC1104-2025-H1B4,2025140,34,"{""q1"": 57.0, ""median"": 66.0, ""q3"": 79.0, ""whisker_low"": 45.0, ""whisker_high"": 91.0, ""outliers"": [19.0]}"
2025,H1B4,NBC1112,Building science,NBC1112-2025-H1B4,2025140,75,"{""q1"": 68.0, ""median"": 74.0, ""q3"": 83.75, ""whisker_low"": 50.0, ""whisker_high"": 94.0, ""outliers"": [39.0, 0.0, 37.0, 26.0, 0.0, 34.0]}"
2025,H1B4,NBC1113,Measurement and estimating,NBC1113-2025-H1B4,2025140,15,"{""q1"": 58.0, ""median"": 64.0, ""q3"": 84.5, ""whisker_low"": 54.0, ""whisker_high"": 92.0, ""outliers"": [0.0]}"
2025,H1B4,NBC2007,Digital and intelligent construction,NBC2007-2025-H1B4,2025140,9,{}
2025,H1B4,NBC2109,Performance based solutions for building,NBC2109-2025-H1B4,2025140,34,"{""q1"": 65.0, ""median"": 68.0, ""q3"": 74.0, ""whisker_low"": 55.0, ""whisker_high"": 85.0, ""outliers"": [50.0, 21.0]}"
2025,H1B4,NBC3001,High rise development and compliance,NBC3001-2025-H1B4,2025140,69,"{""q1"": 74.0, ""median"": 79.0, ""q3"": 83.25, ""whisker_low"": 65.0, ""whisker_high"": 94.0, ""outliers"": [56.0, 0.0, 56.0, 33.0, 0.0, 18.0, 56.0]}"
2025,H1B4,NBC3008,Building surveying project 1,NBC3008-2025-H1B4,2025140,58,"{""q1"": 68.0, ""median"": 73.0, ""q3"": 83.0, ""whisker_low"": 52.0, ""whisker_high"": 96.0, ""outliers"": []}"
2025,H1B4,NBC3009,Building surveying project 2,NBC3009-2025-H1B4,2025140,20,"{""q1"": 63.0, ""median"": 64.0, ""q3"": 80.0, ""whisker_low"": 57.0, ""whisker_high"": 82.0, ""outliers"": [0.0]}"
2025,H1B4,NBC4005,Built environment project 1,NBC4005-2025-H1B4,2025140,30,"{""q1"": 63.0, ""median"": 76.0, ""q3"": 80.0, ""whisker_low"": 50.0, ""whisker_high"": 90.0, ""outliers"": [0.0]}"
2025,H1B4,NBC4006,Built environment project 2,NBC4006-2025-H1B4,2025140,3,{}
2025,H1B4,NBD1100,Built environment communication and skills,NBD1100-2025-H1B4,2025140,19,"{""q1"": 72.5, ""median"": 77.0, ""q3"": 80.5, ""whisker_low"": 62.0, ""whisker_high"": 82.0, ""outliers"": [11.0]}"
2025,H1B4,NBD3001,Risk and safety management,NBD3001-2025-H1B4,2025140,86,"{""q1"": 55.0, ""median"": 69.0, ""q3"": 75.0, ""whisker_low"": 27.0, ""whisker_high"": 95.0, ""outliers"": [0.0, 0.0, 0.0, 12.0]}"
2025,H1B4,NEC2103,Engineering materials & construction,NEC2103-2025-H1B4,2025140,26,"{""q1"": 73.0, ""median"": 76.0, ""q3"": 81.0, ""whisker_low"": 65.0, ""whisker_high"": 91.0, ""outliers"": [0.0, 58.0]}"
2025,H1B4,NEC3103,Hydrology and water resources,NEC3103-2025-H1B4,2025140,27,"{""q1"": 60.5, ""median"": 64.0, ""q3"": 70.0, ""whisker_low"": 55.0, ""whisker_high"": 83.0, ""outliers"": []}"
2025,H1B4,NEE2106,Computer programming for electrical engineers,NEE2106-2025-H1B4,2025140,14,"{""q1"": 74.5, ""median"": 79.5, ""q3"": 83.0, ""whisker_low"": 65.0, ""whisker_high"": 85.0, ""outliers"": [96.0, 60.0]}"
2025,H1B4,NEF1102,Engineering physics 1,NEF1102-2025-H1B4,2025140,33,"{""q1"": 56.0, ""median"": 69.0, ""q3"": 76.0, ""whisker_low"": 52.0, ""whisker_high"": 90.0, ""outliers"": [18.0, 8.0]}"
2025,H1B4,NEF1104,Problem solving for engineers,NEF1104-2025-H1B4,2025140,54,"{""q1"": 62.5, ""median"": 69.0, ""q3"": 74.0, ""whisker_low"": 52.0, ""whisker_high"": 88.0, ""outliers"": [2.0, 41.0, 25.0, 0.0, 2.0]}"
2025,H1B4,NEF3101,Project management,NEF3101-2025-H1B4,2025140,34,"{""q1"": 64.0, ""median"": 70.0, ""q3"": 76.0, ""whisker_low"": 51.0, ""whisker_high"": 86.0, ""outliers"": []}"
2025,H1B4,NEF4101,Research project 1,NEF4101-2025-H1B4,2025140,48,"{""q1"": 70.25, ""median"": 77.0, ""q3"": 82.0, ""whisker_low"": 57.0, ""whisker_high"": 95.0, ""outliers"": [0.0, 0.0, 0.0]}"
2025,H1B4,NEF4201,Research project 2,NEF4201-2025-H1B4,2025140,11,"{""q1"": 0.0, ""median"": 71.0, ""q3"": 83.0, ""whisker_low"": 0.0, ""whisker_high"": 93.0, ""outliers"": []}"
2025,H1B4,NEM2101,Mechanical engineering design,NEM2101-2025-H1B4,2025140,19,"{""q1"": 47.0, ""median"": 60.0, ""q3"": 69.5, ""whisker_low"": 33.0, ""whisker_high"": 80.0, ""outliers"": [10.0, 0.0]}"
2025,H8B2,NAD2001,Architectural design studio 1,NAD2001-2025-H8B2,2025130,29,"{""q1"": 69.5, ""median"": 77.0, ""q3"": 85.0, ""whisker_low"": 51.0, ""whisker_high"": 93.0, ""outliers"": [44.0, 0.0, 0.0, 30.0]}"
2025,H8B2,NAD3002,Architectural design studio 3,NAD3002-2025-H8B2,2025130,16,"{""q1"": 62.5, ""median"": 73.0, ""q3"": 83.0, ""whisker_low"": 56.0, ""whisker_high"": 86.0, ""outliers"": [16.0]}"
2025,H1B3,NBC1101,Maths for builders,NBC1101-2025-H1B3,2025130,104,"{""q1"": 61.0, ""median"": 70.0, ""q3"": 82.0, ""whisker_low"": 39.0, ""whisker_high"": 99.0, ""outliers"": [0.0, 6.0, 23.0, 1.0, 28.0, 17.0, 9.0, 14.0, 15.0]}"
2025,H1B3,NBC1103,Basic structural mechanics,NBC1103-2025-H1B3,2025130,30,"{""q1"": 57.0, ""median"": 70.0, ""q3"": 80.0, ""whisker_low"": 53.0, ""whisker_high"": 93.0, ""outliers"": []}"
2025,H1B3,NBC1104,Structural principles in construction,NBC1104-2025-H1B3,2025130,23,"{""q1"": 48.5, ""median"": 60.0, ""q3"": 74.5, ""whisker_low"": 41.0, ""whisker_high"": 90.0, ""outliers"": [9.0]}"
2025,H1B3,NBC1112,Building science,NBC1112-2025-H1B3,2025130,22,"{""q1"": 64.0, ""median"": 77.0, ""q3"": 83.0, ""whisker_low"": 55.0, ""whisker_high"": 85.0, ""outliers"": [0.0]}"
2025,H1B3,NBC2101,Building and construction surveying,NBC2101-2025-H1B3,2025130,61,"{""q1"": 52.0, ""median"": 59.5, ""q3"": 70.25, ""whisker_low"": 38.0, ""whisker_high"": 93.0, ""outliers"": [1.0, 0.0]}"
2025,H1B3,NBC3002,Advanced building surveying,NBC3002-2025-H1B3,2025130,86,"{""q1"": 73.0, ""median"": 84.0, ""q3"": 90.75, ""whisker_low"": 50.0, ""whisker_high"": 96.0, ""outliers"": [42.0, 7.0]}"
2025,H1B3,NBC4003,Cost planning and control,NBC4003-2025-H1B3,2025130,45,"{""q1"": 67.0, ""median"": 70.0, ""q3"": 75.0, ""whisker_low"": 62.0, ""whisker_high"": 84.0, ""outliers"": [88.0, 88.0, 89.0]}"
2025,H1B3,NBD2002,Building contract documentation,NBD2002-2025-H1B3,2025130,52,"{""q1"": 66.75, ""median"": 70.0, ""q3"": 78.0, ""whisker_low"": 50.0, ""whisker_high"": 92.0, ""outliers"": [8.0, 0.0, 0.0]}"
2025,H1B3,NEA2201,Building development and compliance,NEA2201-2025-H1B3,2025130,74,"{""q1"": 62.5, ""median"": 67.0, ""q3"": 74.0, ""whisker_low"": 51.0, ""whisker_high"": 82.0, ""outliers"": [0.0, 32.0, 0.0]}"
2025,H1B3,NEC2104,Engineering surveying,NEC2104-2025-H1B3,2025130,26,"{""q1"": 77.25, ""median"": 86.0, ""q3"": 90.75, ""whisker_low"": 71.0, ""whisker_high"": 97.0, ""outliers"": [54.0]}"
2025,H1B3,NEC3102,Geotechnical engineering,NEC3102-2025-H1B3,2025130,31,"{""q1"": 51.25, ""median"": 57.5, ""q3"": 65.75, ""whisker_low"": 38.0, ""whisker_high"": 80.0, ""outliers"": []}"
2025,H1B3,NEC4102,Structural engineering design 2,NEC4102-2025-H1B3,2025130,26,"{""q1"": 52.0, ""median"": 57.0, ""q3"": 63.75, ""whisker_low"": 40.0, ""whisker_high"": 76.0, ""outliers"": []}"
2025,H1B3,NEE2110,Engineering design and practice 2A,NEE2110-2025-H1B3,2025130,11,"{""q1"": 71.5, ""median"": 77.0, ""q3"": 81.0, ""whisker_low"": 64.0, ""whisker_high"": 83.0, ""outliers"": []}"
2025,H1B3,NEE3103,Electrical machines,NEE3103-2025-H1B3,2025130,18,"{""q1"": 67.75, ""median"": 74.0, ""q3"": 84.25, ""whisker_low"": 54.0, ""whisker_high"": 97.0, ""outliers"": []}"
2025,H1B3,NEE4110,"Electrical power systems, analysis and operation",NEE4110-2025-H1B3,2025130,14,"{""q1"": 60.5, ""median"": 66.0, ""q3"": 81.5, ""whisker_low"": 54.0, ""whisker_high"": 92.0, ""outliers"": []}"
2025,H1B3,NEF1102,Engineering physics 1,NEF1102-2025-H1B3,2025130,39,"{""q1"": 54.25, ""median"": 64.0, ""q3"": 70.5, ""whisker_low"": 32.0, ""whisker_high"": 90.0, ""outliers"": [0.0, 0.0, 19.0, 0.0]}"
2025,H1B3,NEF1104,Problem solving for engineers,NEF1104-2025-H1B3,2025130,37,"{""q1"": 62.0, ""median"": 72.0, ""q3"": 76.0, ""whisker_low"": 44.0, ""whisker_high"": 96.0, ""outliers"": [19.0, 3.0]}"
2025,H1B3,NEF1105,Mathematics for engineering and science,NEF1105-2025-H1B3,2025130,1,{}
2025,H1B3,NEF1205,Engineering fundamentals,NEF1205-2025-H1B3,2025130,20,"{""q1"": 60.5, ""median"": 70.0, ""q3"": 79.0, ""whisker_low"": 54.0, ""whisker_high"": 94.0, ""outliers"": [13.0]}"
2025,H1B3,NEM2102,Introduction to engineering materials,NEM2102-2025-H1B3,2025130,20,"{""q1"": 52.5, ""median"": 57.0, ""q3"": 70.5, ""whisker_low"": 44.0, ""whisker_high"": 84.0, ""outliers"": [16.0, 12.0]}"
2025,H1B3,NEM3103,Thermodynamics 2,NEM3103-2025-H1B3,2025130,13,"{""q1"": 60.0, ""median"": 66.0, ""q3"": 70.0, ""whisker_low"": 56.0, ""whisker_high"": 76.0, ""outliers"": [90.0]}"
2025,H1B3,NEM4101,Mechanical vibrations,NEM4101-2025-H1B3,2025130,14,"{""q1"": 48.25, ""median"": 61.0, ""q3"": 64.25, ""whisker_low"": 34.0, ""whisker_high"": 81.0, ""outliers"": [24.0]}"
2025,H1B2,NBC1103,Basic structural mechanics,NBC1103-2025-H1B2,2025120,15,"{""q1"": 51.0, ""median"": 59.0, ""q3"": 80.0, ""whisker_low"": 50.0, ""whisker_high"": 86.0, ""outliers"": []}"
2025,H1B2,NBC1112,Building science,NBC1112-2025-H1B2,2025120,18,"{""q1"": 68.5, ""median"": 73.0, ""q3"": 75.75, ""whisker_low"": 58.0, ""whisker_high"": 78.0, ""outliers"": [0.0, 89.0, 90.0, 52.0]}"
2025,H1B2,NBC1113,Measurement and estimating,NBC1113-2025-H1B2,2025120,34,"{""q1"": 70.25, ""median"": 75.5, ""q3"": 80.0, ""whisker_low"": 68.0, ""whisker_high"": 92.0, ""outliers"": [10.0, 51.0, 50.0, 0.0]}"
2025,H1B2,NBC2003,Building systems and services,NBC2003-2025-H1B2,2025120,49,"{""q1"": 66.5, ""median"": 73.0, ""q3"": 78.0, ""whisker_low"": 56.0, ""whisker_high"": 88.0, ""outliers"": [46.0, 37.0]}"
2025,H1B2,NBC2005,Building materials,NBC2005-2025-H1B2,2025120,74,"{""q1"": 72.25, ""median"": 76.0, ""q3"": 81.0, ""whisker_low"": 61.0, ""whisker_high"": 87.0, ""outliers"": [50.0, 57.0, 50.0]}"
2025,H1B2,NBC2006,Professional estimating,NBC2006-2025-H1B2,2025120,19,"{""q1"": 54.5, ""median"": 57.5, ""q3"": 68.25, ""whisker_low"": 39.0, ""whisker_high"": 84.0, ""outliers"": []}"
2025,H1B2,NBC3001,High rise development and compliance,NBC3001-2025-H1B2,2025120,74,"{""q1"": 68.0, ""median"": 74.0, ""q3"": 81.0, ""whisker_low"": 52.0, ""whisker_high"": 94.0, ""outliers"": [0.0, 9.0]}"
2025,H1B2,NBC3006,Construction site operations,NBC3006-2025-H1B2,2025120,50,"{""q1"": 51.5, ""median"": 65.0, ""q3"": 69.75, ""whisker_low"": 30.0, ""whisker_high"": 87.0, ""outliers"": [0.0]}"
2025,H1B2,NBC3204,Complex construction,NBC3204-2025-H1B2,2025120,18,"{""q1"": 70.25, ""median"": 79.0, ""q3"": 85.0, ""whisker_low"": 59.0, ""whisker_high"": 92.0, ""outliers"": [19.0]}"
2025,H1B2,NBC4101,Construction management,NBC4101-2025-H1B2,2025120,34,"{""q1"": 60.0, ""median"": 64.0, ""q3"": 72.0, ""whisker_low"": 52.0, ""whisker_high"": 86.0, ""outliers"": [94.0]}"
2025,H1B2,NBD1100,Built environment communication and skills,NBD1100-2025-H1B2,2025120,102,"{""q1"": 70.0, ""median"": 76.0, ""q3"": 80.0, ""whisker_low"": 56.0, ""whisker_high"": 86.0, ""outliers"": [0.0, 0.0, 0.0, 51.0, 11.0, 0.0, 10.0, 10.0, 19.0, 11.0, 0.0]}"
2025,H1B2,NBD2001,Architectural history and analysis,NBD2001-2025-H1B2,2025120,19,"{""q1"": 69.5, ""median"": 74.0, ""q3"": 75.5, ""whisker_low"": 62.0, ""whisker_high"": 80.0, ""outliers"": [19.0, 56.0]}"
2025,H1B2,NEC2102,Solid mechanics,NEC2102-2025-H1B2,2025120,18,"{""q1"": 52.0, ""median"": 65.0, ""q3"": 69.0, ""whisker_low"": 38.0, ""whisker_high"": 76.0, ""outliers"": []}"
2025,H1B2,NEC3101,Structural analysis,NEC3101-2025-H1B2,2025120,33,"{""q1"": 60.0, ""median"": 62.0, ""q3"": 67.0, ""whisker_low"": 52.0, ""whisker_high"": 75.0, ""outliers"": [81.0, 47.0, 80.0, 80.0]}"
2025,H1B2,NEE2107,Telecommunications,NEE2107-2025-H1B2,2025120,13,"{""q1"": 68.0, ""median"": 78.0, ""q3"": 93.0, ""whisker_low"": 66.0, ""whisker_high"": 94.0, ""outliers"": []}"
2025,H1B2,NEE3201,Introduction to control systems,NEE3201-2025-H1B2,2025120,16,"{""q1"": 65.5, ""median"": 72.0, ""q3"": 79.5, ""whisker_low"": 55.0, ""whisker_high"": 83.0, ""outliers"": [0.0]}"
2025,H1B2,NEF1105,Mathematics for engineering and science,NEF1105-2025-H1B2,2025120,67,"{""q1"": 58.0, ""median"": 76.0, ""q3"": 87.0, ""whisker_low"": 28.0, ""whisker_high"": 98.0, ""outliers"": [0.0, 4.0]}"
2025,H1B2,NEF1202,Engineering physics 2,NEF1202-2025-H1B2,2025120,20,"{""q1"": 58.75, ""median"": 77.0, ""q3"": 84.25, ""whisker_low"": 50.0, ""whisker_high"": 92.0, ""outliers"": []}"
2025,H1B2,NEF2101,Fluid mechanics 1,NEF2101-2025-H1B2,2025120,31,"{""q1"": 69.0, ""median"": 72.5, ""q3"": 77.75, ""whisker_low"": 62.0, ""whisker_high"": 87.0, ""outliers"": [94.0, 52.0, 53.0]}"
2025,H1B2,NEF4001,Computational heat and fluid flows,NEF4001-2025-H1B2,2025120,30,"{""q1"": 56.0, ""median"": 63.0, ""q3"": 70.0, ""whisker_low"": 40.0, ""whisker_high"": 85.0, ""outliers"": [0.0, 94.0]}"
2025,H1B2,NEF4105,Professional engineering practice,NEF4105-2025-H1B2,2025120,25,"{""q1"": 73.0, ""median"": 78.0, ""q3"": 82.0, ""whisker_low"": 60.0, ""whisker_high"": 85.0, ""outliers"": [56.0]}"
2025,H1B2,NEM3101,Engineering analysis and modelling,NEM3101-2025-H1B2,2025120,25,"{""q1"": 45.0, ""median"": 51.0, ""q3"": 57.0, ""whisker_low"": 27.0, ""whisker_high"": 70.0, ""outliers"": [80.0]}"
2025,HES1,JES0001,Cross institutional outbound,JES0001-2025-HES1,2025110,1,{}
2025,H1B1,NAD1001,Introduction to architectural design,NAD1001-2025-H1B1,2025110,13,"{""q1"": 73.0, ""median"": 76.0, ""q3"": 83.0, ""whisker_low"": 60.0, ""whisker_high"": 88.0, ""outliers"": []}"
2025,H1B1,NAD3001,Professional architectural practice,NAD3001-2025-H1B1,2025110,23,"{""q1"": 68.0, ""median"": 73.0, ""q3"": 78.0, ""whisker_low"": 55.0, ""whisker_high"": 81.0, ""outliers"": []}"
2025,H1B1,NBC1111,Fundamentals of building construction,NBC1111-2025-H1B1,2025110,124,"{""q1"": 62.0, ""median"": 72.0, ""q3"": 80.0, ""whisker_low"": 42.0, ""whisker_high"": 88.0, ""outliers"": [6.0, 15.0, 0.0, 22.0, 0.0, 5.0, 0.0, 13.0]}"
2025,H1B1,NBC1112,Building science,NBC1112-2025-H1B1,2025110,30,"{""q1"": 64.0, ""median"": 72.0, ""q3"": 77.0, ""whisker_low"": 60.0, ""whisker_high"": 83.0, ""outliers"": []}"
2025,H1B1,NBC2002,Building regulations,NBC2002-2025-H1B1,2025110,72,"{""q1"": 60.0, ""median"": 67.0, ""q3"": 73.0, ""whisker_low"": 43.0, ""whisker_high"": 92.0, ""outliers"": [0.0, 25.0, 26.0, 29.0]}"
2025,H1B1,NBC3004,Construction economics,NBC3004-2025-H1B1,2025110,64,"{""q1"": 60.0, ""median"": 70.0, ""q3"": 74.0, ""whisker_low"": 41.0, ""whisker_high"": 86.0, ""outliers"": [38.0, 15.0, 12.0, 29.0, 0.0, 0.0]}"
2025,H1B1,NBC3008,Building surveying project 1,NBC3008-2025-H1B1,2025110,4,{}
2025,H1B1,NBC3204,Complex construction,NBC3204-2025-H1B1,2025110,60,"{""q1"": 68.75, ""median"": 73.0, ""q3"": 79.0, ""whisker_low"": 58.0, ""whisker_high"": 94.0, ""outliers"": [96.0, 47.0, 38.0, 96.0, 95.0, 96.0]}"
2025,H1B1,NBC4001,Procurement management,NBC4001-2025-H1B1,2025110,40,"{""q1"": 70.75, ""median"": 73.5, ""q3"": 76.0, ""whisker_low"": 64.0, ""whisker_high"": 83.0, ""outliers"": [90.0, 85.0, 0.0, 93.0, 84.0, 51.0, 62.0]}"
2025,H1B1,NBD2002,Building contract documentation,NBD2002-2025-H1B1,2025110,38,"{""q1"": 65.0, ""median"": 70.5, ""q3"": 76.25, ""whisker_low"": 54.0, ""whisker_high"": 81.0, ""outliers"": []}"
2025,H1B1,NEA2201,Building development and compliance,NEA2201-2025-H1B1,2025110,62,"{""q1"": 65.0, ""median"": 69.0, ""q3"": 72.0, ""whisker_low"": 55.0, ""whisker_high"": 80.0, ""outliers"": [86.0, 54.0, 0.0, 91.0, 0.0, 50.0, 91.0]}"
2025,H1B1,NEC2102,Solid mechanics,NEC2102-2025-H1B1,2025110,20,"{""q1"": 64.0, ""median"": 67.0, ""q3"": 71.0, ""whisker_low"": 60.0, ""whisker_high"": 77.0, ""outliers"": [38.0, 85.0]}"
2025,H1B1,NEC4101,Environmental engineering 1,NEC4101-2025-H1B1,2025110,32,"{""q1"": 54.0, ""median"": 60.5, ""q3"": 66.25, ""whisker_low"": 43.0, ""whisker_high"": 80.0, ""outliers"": []}"
2025,H1B1,NEE2101,Electrical circuits,NEE2101-2025-H1B1,2025110,14,"{""q1"": 65.5, ""median"": 73.0, ""q3"": 82.25, ""whisker_low"": 56.0, ""whisker_high"": 91.0, ""outliers"": []}"
2025,H1B1,NEE3104,Digital systems,NEE3104-2025-H1B1,2025110,7,{}
2025,H1B1,NEF1103,Engineering and the community,NEF1103-2025-H1B1,2025110,64,"{""q1"": 69.0, ""median"": 78.0, ""q3"": 87.0, ""whisker_low"": 51.0, ""whisker_high"": 93.0, ""outliers"": [0.0, 0.0, 0.0, 0.0]}"
2025,H1B1,NEF1201,Engineering mathematics 2,NEF1201-2025-H1B1,2025110,32,"{""q1"": 65.25, ""median"": 76.0, ""q3"": 84.25, ""whisker_low"": 41.0, ""whisker_high"": 95.0, ""outliers"": []}"
2025,H1B1,NEF2101,Fluid mechanics 1,NEF2101-2025-H1B1,2025110,21,"{""q1"": 70.0, ""median"": 78.0, ""q3"": 85.0, ""whisker_low"": 59.0, ""whisker_high"": 94.0, ""outliers"": []}"
2025,H1B1,NEF3101,Project management,NEF3101-2025-H1B1,2025110,33,"{""q1"": 64.75, ""median"": 67.5, ""q3"": 72.5, ""whisker_low"": 54.0, ""whisker_high"": 84.0, ""outliers"": []}"
2025,H1B1,NEF4105,Professional engineering practice,NEF4105-2025-H1B1,2025110,21,"{""q1"": 73.0, ""median"": 77.0, ""q3"": 80.0, ""whisker_low"": 70.0, ""whisker_high"": 84.0, ""outliers"": []}"
2025,H1B1,NEM3203,Stress analysis,NEM3203-2025-H1B1,2025110,22,"{""q1"": 45.0, ""median"": 56.0, ""q3"": 60.0, ""whisker_low"": 31.0, ""whisker_high"": 71.0, ""outliers"": [19.0, 14.0, 85.0, 15.0]}"
2025,HESB,NEF4101,Research project 1,NEF4101-2025-HESB,2025060,3,{}
2024,H2B4,NBC1101,Maths for builders,NBC1101-2024-H2B4,2024240,34,"{""q1"": 57.0, ""median"": 67.0, ""q3"": 82.0, ""whisker_low"": 50.0, ""whisker_high"": 97.0, ""outliers"": [15.0]}"
2024,H2B4,NBC1104,Structural principles in construction,NBC1104-2024-H2B4,2024240,65,"{""q1"": 58.0, ""median"": 64.0, ""q3"": 70.0, ""whisker_low"": 47.0, ""whisker_high"": 80.0, ""outliers"": [96.0, 94.0, 96.0, 22.0, 95.0, 95.0]}"
2024,H2B4,NBC1112,Building science,NBC1112-2024-H2B4,2024240,23,"{""q1"": 58.5, ""median"": 61.0, ""q3"": 74.5, ""whisker_low"": 54.0, ""whisker_high"": 94.0, ""outliers"": [0.0, 0.0, 2.0]}"
2024,H2B4,NBC1113,Measurement and estimating,NBC1113-2024-H2B4,2024240,28,"{""q1"": 59.75, ""median"": 70.5, ""q3"": 78.5, ""whisker_low"": 50.0, ""whisker_high"": 84.0, ""outliers"": [18.0, 9.0, 20.0]}"
2024,H2B4,NBC2003,Building systems and services,NBC2003-2024-H2B4,2024240,78,"{""q1"": 70.25, ""median"": 77.0, ""q3"": 85.0, ""whisker_low"": 52.0, ""whisker_high"": 95.0, ""outliers"": [41.0, 0.0, 0.0, 38.0]}"
2024,H2B4,NBC2004,Building and construction studies,NBC2004-2024-H2B4,2024240,68,"{""q1"": 60.0, ""median"": 66.0, ""q3"": 74.0, ""whisker_low"": 50.0, ""whisker_high"": 90.0, ""outliers"": [0.0, 22.0, 6.0, 34.0, 0.0]}"
2024,H2B4,NBC3008,Building surveying project 1,NBC3008-2024-H2B4,2024240,14,"{""q1"": 67.0, ""median"": 67.0, ""q3"": 75.0, ""whisker_low"": 67.0, ""whisker_high"": 75.0, ""outliers"": [0.0]}"
2024,H2B4,NBC3009,Building surveying project 2,NBC3009-2024-H2B4,2024240,50,"{""q1"": 70.25, ""median"": 73.0, ""q3"": 79.25, ""whisker_low"": 65.0, ""whisker_high"": 88.0, ""outliers"": [0.0]}"
2024,H2B4,NBC3010,Research principles and practices,NBC3010-2024-H2B4,2024240,37,"{""q1"": 60.0, ""median"": 63.0, ""q3"": 76.0, ""whisker_low"": 52.0, ""whisker_high"": 82.0, ""outliers"": []}"
2024,H2B4,NBC4005,Built environment project 1,NBC4005-2024-H2B4,2024240,5,{}
2024,H2B4,NBC4006,Built environment project 2,NBC4006-2024-H2B4,2024240,15,"{""q1"": 69.5, ""median"": 74.0, ""q3"": 78.5, ""whisker_low"": 68.0, ""whisker_high"": 85.0, ""outliers"": [0.0, 51.0, 50.0, 93.0]}"
2024,H2B4,NBD1101,Building design documentation,NBD1101-2024-H2B4,2024240,12,"{""q1"": 73.75, ""median"": 76.0, ""q3"": 81.5, ""whisker_low"": 64.0, ""whisker_high"": 89.0, ""outliers"": [0.0]}"
2024,H2B4,NBD3104,Building design studio 2,NBD3104-2024-H2B4,2024240,33,"{""q1"": 60.0, ""median"": 72.0, ""q3"": 74.0, ""whisker_low"": 50.0, ""whisker_high"": 87.0, ""outliers"": [0.0]}"
2024,H2B4,NEA2201,Building development and compliance,NEA2201-2024-H2B4,2024240,21,"{""q1"": 56.75, ""median"": 64.0, ""q3"": 70.5, ""whisker_low"": 52.0, ""whisker_high"": 82.0, ""outliers"": [25.0]}"
2024,H2B4,NEC2203,Hydraulics,NEC2203-2024-H2B4,2024240,38,"{""q1"": 71.0, ""median"": 76.5, ""q3"": 80.75, ""whisker_low"": 67.0, ""whisker_high"": 89.0, ""outliers"": []}"
2024,H2B4,NEE2210,Engineering design and practice 2B,NEE2210-2024-H2B4,2024240,10,"{""q1"": 74.5, ""median"": 79.0, ""q3"": 81.5, ""whisker_low"": 72.0, ""whisker_high"": 87.0, ""outliers"": []}"
2024,H2B4,NEE3203,Embedded systems,NEE3203-2024-H2B4,2024240,6,{}
2024,H2B4,NEF1204,Introduction to engineering design,NEF1204-2024-H2B4,2024240,36,"{""q1"": 61.5, ""median"": 70.0, ""q3"": 76.25, ""whisker_low"": 41.0, ""whisker_high"": 86.0, ""outliers"": [0.0, 10.0, 0.0, 0.0]}"
2024,H2B4,NEF1205,Engineering fundamentals,NEF1205-2024-H2B4,2024240,47,"{""q1"": 58.0, ""median"": 74.0, ""q3"": 83.5, ""whisker_low"": 50.0, ""whisker_high"": 97.0, ""outliers"": [0.0, 17.0, 18.0, 4.0]}"
2024,H2B4,NEF2251,Fundamentals of electrical and electronic engineering,NEF2251-2024-H2B4,2024240,29,"{""q1"": 62.0, ""median"": 67.0, ""q3"": 76.0, ""whisker_low"": 54.0, ""whisker_high"": 84.0, ""outliers"": [0.0]}"
2024,H2B4,NEF3202,Research methods,NEF3202-2024-H2B4,2024240,26,"{""q1"": 65.0, ""median"": 69.5, ""q3"": 78.0, ""whisker_low"": 52.0, ""whisker_high"": 86.0, ""outliers"": [0.0, 0.0]}"
2024,H2B4,NEF4101,Research project 1,NEF4101-2024-H2B4,2024240,9,{}
2024,H2B4,NEF4201,Research project 2,NEF4201-2024-H2B4,2024240,71,"{""q1"": 59.25, ""median"": 71.5, ""q3"": 82.25, ""whisker_low"": 25.0, ""whisker_high"": 96.0, ""outliers"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
2024,H2B4,NEM3202,Fluid mechanics 2,NEM3202-2024-H2B4,2024240,14,"{""q1"": 56.5, ""median"": 61.0, ""q3"": 65.5, ""whisker_low"": 53.0, ""whisker_high"": 74.0, ""outliers"": [82.0, 0.0]}"
2024,H2B3,NBC1103,Basic structural mechanics,NBC1103-2024-H2B3,2024230,57,"{""q1"": 57.0, ""median"": 65.5, ""q3"": 72.5, ""whisker_low"": 36.0, ""whisker_high"": 95.0, ""outliers"": [20.0, 96.0, 2.0, 98.0]}"
2024,H2B3,NBC1104,Structural principles in construction,NBC1104-2024-H2B3,2024230,22,"{""q1"": 59.25, ""median"": 66.5, ""q3"": 69.75, ""whisker_low"": 52.0, ""whisker_high"": 81.0, ""outliers"": []}"
2024,H2B3,NBC1113,Measurement and estimating,NBC1113-2024-H2B3,2024230,34,"{""q1"": 64.0, ""median"": 70.0, ""q3"": 81.0, ""whisker_low"": 54.0, ""whisker_high"": 86.0, ""outliers"": [18.0, 0.0, 0.0, 0.0, 8.0]}"
