YEAR,PERIOD,UNIT_CODE,UNIT_TITLE,DELIVERY_UNIT,FULL_PERIOD_NUM,CLASS_SIZE,CLASS_BOXPLOT
2023,H2B1,NBC3003,Building services management,NBC3003-2023-H2B1,2023210,60,"{""q1"": 65.75, ""median"": 73.0, ""q3"": 78.0, ""whisker_low"": 52.0, ""whisker_high"": 88.0, ""outliers"": [5.0]}"
2023,H2B1,NBC3101,Project management practice,NBC3101-2023-H2B1,2023210,24,"{""q1"": 64.5, ""median"": 68.0, ""q3"": 74.25, ""whisker_low"": 58.0, ""whisker_high"": 84.0, ""outliers"": [44.0]}"
2023,H2B1,NBC3204,Complex construction,NBC3204-2023-H2B1,2023210,27,"{""q1"": 56.5, ""median"": 67.0, ""q3"": 74.0, ""whisker_low"": 36.0, ""whisker_high"": 85.0, ""outliers"": [0.0, 0.0, 28.0]}"
2023,H2B1,NBC4001,Procurement management,NBC4001-2023-H2B1,2023210,9,{}
2023,H2B1,NBC4003,Cost planning and control,NBC4003-2023-H2B1,2023210,18,"{""q1"": 64.0, ""median"": 67.5, ""q3"": 71.0, ""whisker_low"": 58.0, ""whisker_high"": 80.0, ""outliers"": []}"
2023,H2B1,NBD1100,Built environment communication and skills,NBD1100-2023-H2B1,2023210,5,{}
2023,H2B1,NBD1101,Building design documentation,NBD1101-2023-H2B1,2023210,28,"{""q1"": 65.75, ""median"": 73.5, ""q3"": 78.0, ""whisker_low"": 50.0, ""whisker_high"": 89.0, ""outliers"": [13.0, 9.0, 8.0]}"
2023,H2B1,NBD3001,Risk and safety management,NBD3001-2023-H2B1,2023210,33,"{""q1"": 63.0, ""median"": 67.0, ""q3"": 70.0, ""whisker_low"": 57.0, ""whisker_high"": 78.0, ""outliers"": [87.0, 52.0, 24.0, 84.0]}"
2023,H2B1,NBD3002,Residential sustainable design,NBD3002-2023-H2B1,2023210,13,"{""q1"": 73.0, ""median"": 80.0, ""q3"": 83.0, ""whisker_low"": 60.0, ""whisker_high"": 89.0, ""outliers"": [0.0]}"
2023,H2B1,NEC2102,Solid mechanics,NEC2102-2023-H2B1,2023210,10,"{""q1"": 64.75, ""median"": 70.0, ""q3"": 73.5, ""whisker_low"": 64.0, ""whisker_high"": 80.0, ""outliers"": [50.0]}"
2023,H2B1,NEC2203,Hydraulics,NEC2203-2023-H2B1,2023210,24,"{""q1"": 63.0, ""median"": 70.5, ""q3"": 77.0, ""whisker_low"": 55.0, ""whisker_high"": 90.0, ""outliers"": []}"
2023,H2B1,NEC3201,Hydraulic engineering,NEC3201-2023-H2B1,2023210,29,"{""q1"": 55.0, ""median"": 66.0, ""q3"": 80.0, ""whisker_low"": 46.0, ""whisker_high"": 93.0, ""outliers"": [0.0]}"
2023,H2B1,NEE2205,Analogue electronics,NEE2205-2023-H2B1,2023210,6,{}
2023,H2B1,NEE3207,Analogue and digital transmission,NEE3207-2023-H2B1,2023210,14,"{""q1"": 61.5, ""median"": 67.0, ""q3"": 88.5, ""whisker_low"": 55.0, ""whisker_high"": 92.0, ""outliers"": []}"
2023,H2B1,NEF1103,Engineering and the community,NEF1103-2023-H2B1,2023210,23,"{""q1"": 84.0, ""median"": 87.0, ""q3"": 89.5, ""whisker_low"": 78.0, ""whisker_high"": 97.0, ""outliers"": [66.0, 0.0]}"
2023,H2B1,NEF1104,Problem solving for engineers,NEF1104-2023-H2B1,2023210,14,"{""q1"": 50.5, ""median"": 71.5, ""q3"": 73.5, ""whisker_low"": 39.0, ""whisker_high"": 96.0, ""outliers"": [3.0]}"
2023,H2B1,NEF1201,Engineering mathematics 2,NEF1201-2023-H2B1,2023210,45,"{""q1"": 51.0, ""median"": 63.0, ""q3"": 72.25, ""whisker_low"": 41.0, ""whisker_high"": 93.0, ""outliers"": []}"
2023,H2B1,NEF1205,Engineering fundamentals,NEF1205-2023-H2B1,2023210,6,{}
2023,H2B1,NEF2201,Building HVAC systems,NEF2201-2023-H2B1,2023210,5,{}
2023,H2B1,NEF3001,Applied project 1,NEF3001-2023-H2B1,2023210,1,{}
2023,H2B1,NEF3002,Applied project 2,NEF3002-2023-H2B1,2023210,7,{}
2023,H2B1,NEF4201,Research project 2,NEF4201-2023-H2B1,2023210,1,{}
2023,H2B1,NEF4206,Advanced engineering design,NEF4206-2023-H2B1,2023210,47,"{""q1"": 74.0, ""median"": 79.0, ""q3"": 83.0, ""whisker_low"": 72.0, ""whisker_high"": 95.0, ""outliers"": []}"
2023,H2B1,NEF4207,Engineering applications,NEF4207-2023-H2B1,2023210,12,"{""q1"": 51.75, ""median"": 58.0, ""q3"": 66.75, ""whisker_low"": 50.0, ""whisker_high"": 74.0, ""outliers"": []}"
2023,H2B1,NEM2104,Numerical modelling of mechanical systems,NEM2104-2023-H2B1,2023210,26,"{""q1"": 36.25, ""median"": 51.5, ""q3"": 63.0, ""whisker_low"": 29.0, ""whisker_high"": 85.0, ""outliers"": []}"
2023,H2B1,NEM3102,Design of mechanical systems,NEM3102-2023-H2B1,2023210,15,"{""q1"": 59.25, ""median"": 62.5, ""q3"": 69.75, ""whisker_low"": 44.0, ""whisker_high"": 82.0, ""outliers"": []}"
2023,HEWB,NBC2003,Building systems and services,NBC2003-2023-HEWB,2023190,29,"{""q1"": 66.0, ""median"": 73.0, ""q3"": 76.0, ""whisker_low"": 65.0, ""whisker_high"": 84.0, ""outliers"": [0.0, 0.0, 0.0]}"
2023,HEWB,NBC2005,Building materials,NBC2005-2023-HEWB,2023190,29,"{""q1"": 72.0, ""median"": 75.0, ""q3"": 80.0, ""whisker_low"": 62.0, ""whisker_high"": 80.0, ""outliers"": []}"
2023,HEWB,NBC3001,High rise development and compliance,NBC3001-2023-HEWB,2023190,17,"{""q1"": 70.0, ""median"": 78.0, ""q3"": 87.0, ""whisker_low"": 62.0, ""whisker_high"": 95.0, ""outliers"": [0.0, 0.0]}"
2023,HEWB,NBC3002,Advanced building surveying,NBC3002-2023-HEWB,2023190,7,{}
2023,HEWB,NBC3101,Project management practice,NBC3101-2023-HEWB,2023190,15,"{""q1"": 65.5, ""median"": 68.0, ""q3"": 74.0, ""whisker_low"": 54.0, ""whisker_high"": 84.0, ""outliers"": []}"
2023,HEWB,NEA2201,Building development and compliance,NEA2201-2023-HEWB,2023190,25,"{""q1"": 55.5, ""median"": 66.0, ""q3"": 71.25, ""whisker_low"": 34.0, ""whisker_high"": 84.0, ""outliers"": [0.0, 0.0]}"
2023,HEWB,NEE3201,Introduction to control systems,NEE3201-2023-HEWB,2023190,1,{}
2023,HEWB,NEF3001,Applied project 1,NEF3001-2023-HEWB,2023190,8,{}
2023,HEWB,NEF3002,Applied project 2,NEF3002-2023-HEWB,2023190,4,{}
2023,HEWB,NEF4101,Research project 1,NEF4101-2023-HEWB,2023190,6,{}
2023,HEWB,NEF4201,Research project 2,NEF4201-2023-HEWB,2023190,6,{}
2023,HEWB,NEF4206,Advanced engineering design,NEF4206-2023-HEWB,2023190,17,"{""q1"": 64.5, ""median"": 71.0, ""q3"": 76.0, ""whisker_low"": 62.0, ""whisker_high"": 82.0, ""outliers"": []}"
2023,HEWB,NEM2102,Introduction to engineering materials,NEM2102-2023-HEWB,2023190,5,{}
2023,H1B4,NBC1101,Maths for builders,NBC1101-2023-H1B4,2023140,69,"{""q1"": 39.0, ""median"": 52.0, ""q3"": 68.0, ""whisker_low"": 0.0, ""whisker_high"": 92.0, ""outliers"": []}"
2023,H1B4,NBC1112,Building science,NBC1112-2023-H1B4,2023140,24,"{""q1"": 59.5, ""median"": 70.0, ""q3"": 73.75, ""whisker_low"": 39.0, ""whisker_high"": 83.0, ""outliers"": [0.0, 34.0]}"
2023,H1B4,NBC1113,Measurement and estimating,NBC1113-2023-H1B4,2023140,17,"{""q1"": 60.0, ""median"": 77.0, ""q3"": 81.0, ""whisker_low"": 55.0, ""whisker_high"": 84.0, ""outliers"": [23.0]}"
2023,H1B4,NBC2109,Performance based solutions for building,NBC2109-2023-H1B4,2023140,34,"{""q1"": 61.0, ""median"": 67.5, ""q3"": 72.0, ""whisker_low"": 53.0, ""whisker_high"": 80.0, ""outliers"": []}"
2023,H1B4,NBC3001,High rise development and compliance,NBC3001-2023-H1B4,2023140,30,"{""q1"": 72.0, ""median"": 75.0, ""q3"": 80.0, ""whisker_low"": 65.0, ""whisker_high"": 89.0, ""outliers"": []}"
2023,H1B4,NBC3003,Building services management,NBC3003-2023-H1B4,2023140,20,"{""q1"": 68.0, ""median"": 72.5, ""q3"": 77.25, ""whisker_low"": 61.0, ""whisker_high"": 86.0, ""outliers"": []}"
2023,H1B4,NBD1100,Built environment communication and skills,NBD1100-2023-H1B4,2023140,67,"{""q1"": 58.0, ""median"": 67.5, ""q3"": 76.75, ""whisker_low"": 34.0, ""whisker_high"": 89.0, ""outliers"": [18.0, 0.0, 0.0, 0.0, 20.0, 20.0]}"
2023,H1B4,NBD2001,Architectural history and analysis,NBD2001-2023-H1B4,2023140,34,"{""q1"": 74.0, ""median"": 77.0, ""q3"": 80.0, ""whisker_low"": 69.0, ""whisker_high"": 88.0, ""outliers"": [62.0, 21.0, 63.0, 90.0, 58.0]}"
2023,H1B4,NBD3001,Risk and safety management,NBD3001-2023-H1B4,2023140,56,"{""q1"": 71.0, ""median"": 76.0, ""q3"": 77.0, ""whisker_low"": 63.0, ""whisker_high"": 83.0, ""outliers"": []}"
2023,H1B4,NBD3103,Building design studio 1,NBD3103-2023-H1B4,2023140,8,{}
2023,H1B4,NEC2103,Engineering materials & construction,NEC2103-2023-H1B4,2023140,29,"{""q1"": 53.0, ""median"": 61.0, ""q3"": 70.0, ""whisker_low"": 41.0, ""whisker_high"": 86.0, ""outliers"": []}"
2023,H1B4,NEC3103,Hydrology and water resources,NEC3103-2023-H1B4,2023140,32,"{""q1"": 62.0, ""median"": 67.5, ""q3"": 74.75, ""whisker_low"": 50.0, ""whisker_high"": 85.0, ""outliers"": [29.0]}"
2023,H1B4,NEE2106,Computer programming for electrical engineers,NEE2106-2023-H1B4,2023140,8,{}
2023,H1B4,NEF1104,Problem solving for engineers,NEF1104-2023-H1B4,2023140,64,"{""q1"": 53.25, ""median"": 68.0, ""q3"": 80.0, ""whisker_low"": 21.0, ""whisker_high"": 92.0, ""outliers"": [0.0, 5.0, 0.0, 0.0, 6.0, 8.0]}"
2023,H1B4,NEF1105,Mathematics for engineering and science,NEF1105-2023-H1B4,2023140,11,"{""q1"": 76.0, ""median"": 82.0, ""q3"": 84.0, ""whisker_low"": 66.0, ""whisker_high"": 94.0, ""outliers"": [97.0]}"
2023,H1B4,NEF1205,Engineering fundamentals,NEF1205-2023-H1B4,2023140,12,"{""q1"": 59.25, ""median"": 68.5, ""q3"": 72.0, ""whisker_low"": 41.0, ""whisker_high"": 91.0, ""outliers"": []}"
2023,H1B4,NEF3001,Applied project 1,NEF3001-2023-H1B4,2023140,44,"{""q1"": 65.5, ""median"": 70.5, ""q3"": 72.0, ""whisker_low"": 63.0, ""whisker_high"": 78.0, ""outliers"": [82.0, 85.0, 85.0, 0.0, 85.0, 85.0, 85.0]}"
2023,H1B4,NEF3002,Applied project 2,NEF3002-2023-H1B4,2023140,17,"{""q1"": 66.0, ""median"": 70.0, ""q3"": 86.0, ""whisker_low"": 60.0, ""whisker_high"": 95.0, ""outliers"": []}"
2023,H1B4,NEF3101,Project management,NEF3101-2023-H1B4,2023140,22,"{""q1"": 68.5, ""median"": 73.0, ""q3"": 80.0, ""whisker_low"": 57.0, ""whisker_high"": 90.0, ""outliers"": [100.0, 98.0]}"
2023,H1B4,NEF4101,Research project 1,NEF4101-2023-H1B4,2023140,102,"{""q1"": 60.0, ""median"": 73.5, ""q3"": 82.0, ""whisker_low"": 50.0, ""whisker_high"": 92.0, ""outliers"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
2023,H1B4,NEF4201,Research project 2,NEF4201-2023-H1B4,2023140,23,"{""q1"": 51.5, ""median"": 76.0, ""q3"": 87.5, ""whisker_low"": 0.0, ""whisker_high"": 96.0, ""outliers"": []}"
2023,H1B4,NEM2101,Mechanical engineering design,NEM2101-2023-H1B4,2023140,28,"{""q1"": 33.75, ""median"": 56.5, ""q3"": 66.75, ""whisker_low"": 12.0, ""whisker_high"": 84.0, ""outliers"": []}"
2023,H1B3,NBC1101,Maths for builders,NBC1101-2023-H1B3,2023130,56,"{""q1"": 45.0, ""median"": 57.0, ""q3"": 73.0, ""whisker_low"": 5.0, ""whisker_high"": 97.0, ""outliers"": [0.0]}"
2023,H1B3,NBC1104,Structural principles in construction,NBC1104-2023-H1B3,2023130,17,"{""q1"": 65.0, ""median"": 70.0, ""q3"": 74.0, ""whisker_low"": 57.0, ""whisker_high"": 81.0, ""outliers"": [39.0]}"
2023,H1B3,NBC1111,Fundamentals of building construction,NBC1111-2023-H1B3,2023130,32,"{""q1"": 54.0, ""median"": 66.0, ""q3"": 72.5, ""whisker_low"": 37.0, ""whisker_high"": 88.0, ""outliers"": [23.0, 16.0, 18.0]}"
2023,H1B3,NBC1112,Building science,NBC1112-2023-H1B3,2023130,23,"{""q1"": 62.0, ""median"": 68.0, ""q3"": 82.0, ""whisker_low"": 43.0, ""whisker_high"": 88.0, ""outliers"": []}"
2023,H1B3,NBC2002,Building regulations,NBC2002-2023-H1B3,2023130,25,"{""q1"": 67.75, ""median"": 73.0, ""q3"": 80.25, ""whisker_low"": 60.0, ""whisker_high"": 84.0, ""outliers"": [20.0]}"
2023,H1B3,NBC2101,Building and construction surveying,NBC2101-2023-H1B3,2023130,28,"{""q1"": 54.75, ""median"": 68.5, ""q3"": 76.25, ""whisker_low"": 41.0, ""whisker_high"": 89.0, ""outliers"": [0.0]}"
2023,H1B3,NBC3002,Advanced building surveying,NBC3002-2023-H1B3,2023130,54,"{""q1"": 71.25, ""median"": 80.5, ""q3"": 87.0, ""whisker_low"": 60.0, ""whisker_high"": 92.0, ""outliers"": []}"
2023,H1B3,NBC3204,Complex construction,NBC3204-2023-H1B3,2023130,26,"{""q1"": 65.25, ""median"": 70.0, ""q3"": 79.5, ""whisker_low"": 60.0, ""whisker_high"": 88.0, ""outliers"": [43.0, 0.0]}"
2023,H1B3,NBC4003,Cost planning and control,NBC4003-2023-H1B3,2023130,23,"{""q1"": 64.5, ""median"": 68.0, ""q3"": 71.0, ""whisker_low"": 62.0, ""whisker_high"": 80.0, ""outliers"": [14.0]}"
2023,H1B3,NBC4101,Construction management,NBC4101-2023-H1B3,2023130,15,"{""q1"": 59.0, ""median"": 63.0, ""q3"": 69.0, ""whisker_low"": 50.0, ""whisker_high"": 82.0, ""outliers"": [86.0, 91.0]}"
2023,H1B3,NBD1101,Building design documentation,NBD1101-2023-H1B3,2023130,62,"{""q1"": 62.25, ""median"": 72.0, ""q3"": 78.0, ""whisker_low"": 42.0, ""whisker_high"": 85.0, ""outliers"": [28.0, 19.0, 4.0, 9.0, 5.0]}"
2023,H1B3,NBD2002,Building contract documentation,NBD2002-2023-H1B3,2023130,53,"{""q1"": 61.0, ""median"": 68.0, ""q3"": 74.0, ""whisker_low"": 50.0, ""whisker_high"": 91.0, ""outliers"": [12.0]}"
2023,H1B3,NBD3001,Risk and safety management,NBD3001-2023-H1B3,2023130,13,"{""q1"": 67.75, ""median"": 73.5, ""q3"": 75.0, ""whisker_low"": 58.0, ""whisker_high"": 80.0, ""outliers"": [0.0]}"
2023,H1B3,NEA2102,Architectural design and theory,NEA2102-2023-H1B3,2023130,31,"{""q1"": 66.0, ""median"": 76.0, ""q3"": 84.0, ""whisker_low"": 63.0, ""whisker_high"": 92.0, ""outliers"": [12.0, 10.0, 0.0, 4.0, 0.0]}"
2023,H1B3,NEA2201,Building development and compliance,NEA2201-2023-H1B3,2023130,56,"{""q1"": 66.0, ""median"": 70.0, ""q3"": 75.25, ""whisker_low"": 53.0, ""whisker_high"": 87.0, ""outliers"": [32.0, 0.0, 0.0, 29.0]}"
2023,H1B3,NEC2104,Engineering surveying,NEC2104-2023-H1B3,2023130,26,"{""q1"": 60.0, ""median"": 62.5, ""q3"": 68.0, ""whisker_low"": 53.0, ""whisker_high"": 80.0, ""outliers"": []}"
2023,H1B3,NEC3102,Geotechnical engineering,NEC3102-2023-H1B3,2023130,28,"{""q1"": 51.5, ""median"": 57.5, ""q3"": 66.25, ""whisker_low"": 37.0, ""whisker_high"": 86.0, ""outliers"": [0.0]}"
2023,H1B3,NEC4102,Structural engineering design 2,NEC4102-2023-H1B3,2023130,31,"{""q1"": 62.0, ""median"": 67.5, ""q3"": 76.0, ""whisker_low"": 58.0, ""whisker_high"": 90.0, ""outliers"": []}"
2023,H1B3,NEE2110,Engineering design and practice 2A,NEE2110-2023-H1B3,2023130,10,"{""q1"": 66.0, ""median"": 70.0, ""q3"": 79.5, ""whisker_low"": 51.0, ""whisker_high"": 98.0, ""outliers"": []}"
2023,H1B3,NEE3103,Electrical machines,NEE3103-2023-H1B3,2023130,9,{}
2023,H1B3,NEE4110,"Electrical power systems, analysis and operation",NEE4110-2023-H1B3,2023130,23,"{""q1"": 58.0, ""median"": 68.0, ""q3"": 76.5, ""whisker_low"": 53.0, ""whisker_high"": 91.0, ""outliers"": []}"
2023,H1B3,NEF1102,Engineering physics 1,NEF1102-2023-H1B3,2023130,47,"{""q1"": 58.25, ""median"": 70.5, ""q3"": 83.0, ""whisker_low"": 36.0, ""whisker_high"": 94.0, ""outliers"": [0.0, 0.0]}"
2023,H1B3,NEF1103,Engineering and the community,NEF1103-2023-H1B3,2023130,20,"{""q1"": 84.75, ""median"": 93.0, ""q3"": 97.0, ""whisker_low"": 75.0, ""whisker_high"": 100.0, ""outliers"": [11.0, 61.0, 0.0, 51.0]}"
2023,H1B3,NEF1105,Mathematics for engineering and science,NEF1105-2023-H1B3,2023130,6,{}
2023,H1B3,NEF1201,Engineering mathematics 2,NEF1201-2023-H1B3,2023130,17,"{""q1"": 32.0, ""median"": 40.0, ""q3"": 51.0, ""whisker_low"": 14.0, ""whisker_high"": 68.0, ""outliers"": []}"
2023,H1B3,NEF1204,Introduction to engineering design,NEF1204-2023-H1B3,2023130,11,"{""q1"": 64.5, ""median"": 76.0, ""q3"": 82.0, ""whisker_low"": 64.0, ""whisker_high"": 87.0, ""outliers"": [19.0, 0.0]}"
2023,H1B3,NEF4101,Research project 1,NEF4101-2023-H1B3,2023130,1,{}
2023,H1B3,NEF4108,Architectural lighting and acoustics,NEF4108-2023-H1B3,2023130,9,{}
2023,H1B3,NEM2102,Introduction to engineering materials,NEM2102-2023-H1B3,2023130,18,"{""q1"": 52.0, ""median"": 58.5, ""q3"": 63.5, ""whisker_low"": 44.0, ""whisker_high"": 72.0, ""outliers"": [3.0, 81.0]}"
2023,H1B3,NEM3103,Thermodynamics 2,NEM3103-2023-H1B3,2023130,16,"{""q1"": 53.5, ""median"": 64.5, ""q3"": 70.0, ""whisker_low"": 30.0, ""whisker_high"": 85.0, ""outliers"": [95.0]}"
2023,H1B3,NEM4101,Mechanical vibrations,NEM4101-2023-H1B3,2023130,19,"{""q1"": 53.5, ""median"": 63.0, ""q3"": 70.0, ""whisker_low"": 50.0, ""whisker_high"": 77.0, ""outliers"": []}"
2023,H1B2,NBC1103,Basic structural mechanics,NBC1103-2023-H1B2,2023120,13,"{""q1"": 44.0, ""median"": 58.0, ""q3"": 83.0, ""whisker_low"": 39.0, ""whisker_high"": 95.0, ""outliers"": []}"
2023,H1B2,NBC1112,Building science,NBC1112-2023-H1B2,2023120,80,"{""q1"": 62.0, ""median"": 67.0, ""q3"": 71.0, ""whisker_low"": 50.0, ""whisker_high"": 81.0, ""outliers"": [47.0, 42.0, 34.0, 24.0]}"
2023,H1B2,NBC2003,Building systems and services,NBC2003-2023-H1B2,2023120,52,"{""q1"": 65.5, ""median"": 72.0, ""q3"": 80.0, ""whisker_low"": 50.0, ""whisker_high"": 86.0, ""outliers"": [31.0, 0.0]}"
2023,H1B2,NBC2005,Building materials,NBC2005-2023-H1B2,2023120,60,"{""q1"": 69.0, ""median"": 73.5, ""q3"": 76.25, ""whisker_low"": 61.0, ""whisker_high"": 87.0, ""outliers"": [57.0, 54.0, 54.0, 57.0, 88.0]}"
2023,H1B2,NBC3001,High rise development and compliance,NBC3001-2023-H1B2,2023120,59,"{""q1"": 72.0, ""median"": 77.5, ""q3"": 81.0, ""whisker_low"": 60.0, ""whisker_high"": 92.0, ""outliers"": []}"
2023,H1B2,NBC3004,Construction economics,NBC3004-2023-H1B2,2023120,13,"{""q1"": 61.0, ""median"": 66.0, ""q3"": 70.0, ""whisker_low"": 57.0, ""whisker_high"": 75.0, ""outliers"": []}"
2023,H1B2,NBC3006,Construction site operations,NBC3006-2023-H1B2,2023120,30,"{""q1"": 51.5, ""median"": 57.5, ""q3"": 67.25, ""whisker_low"": 35.0, ""whisker_high"": 90.0, ""outliers"": [19.0]}"
2023,H1B2,NBC4101,Construction management,NBC4101-2023-H1B2,2023120,32,"{""q1"": 61.0, ""median"": 66.0, ""q3"": 72.0, ""whisker_low"": 50.0, ""whisker_high"": 83.0, ""outliers"": []}"
2023,H1B2,NBD1100,Built environment communication and skills,NBD1100-2023-H1B2,2023120,52,"{""q1"": 67.75, ""median"": 74.0, ""q3"": 80.0, ""whisker_low"": 58.0, ""whisker_high"": 82.0, ""outliers"": [37.0, 34.0, 0.0, 0.0, 23.0]}"
2023,H1B2,NBD2100,Built environment 1,NBD2100-2023-H1B2,2023120,30,"{""q1"": 73.25, ""median"": 77.0, ""q3"": 80.0, ""whisker_low"": 66.0, ""whisker_high"": 85.0, ""outliers"": [61.0, 52.0, 91.0]}"
2023,H1B2,NBD3003,Commercial sustainable design,NBD3003-2023-H1B2,2023120,20,"{""q1"": 65.0, ""median"": 71.5, ""q3"": 80.25, ""whisker_low"": 57.0, ""whisker_high"": 86.0, ""outliers"": [34.0]}"
2023,H1B2,NEC2102,Solid mechanics,NEC2102-2023-H1B2,2023120,15,"{""q1"": 66.25, ""median"": 70.0, ""q3"": 75.0, ""whisker_low"": 57.0, ""whisker_high"": 80.0, ""outliers"": []}"
2023,H1B2,NEC4101,Environmental engineering 1,NEC4101-2023-H1B2,2023120,17,"{""q1"": 58.0, ""median"": 63.0, ""q3"": 73.0, ""whisker_low"": 41.0, ""whisker_high"": 83.0, ""outliers"": []}"
2023,H1B2,NEE2107,Telecommunications,NEE2107-2023-H1B2,2023120,8,{}
2023,H1B2,NEE3103,Electrical machines,NEE3103-2023-H1B2,2023120,5,{}
2023,H1B2,NEE3201,Introduction to control systems,NEE3201-2023-H1B2,2023120,12,"{""q1"": 59.5, ""median"": 69.0, ""q3"": 77.25, ""whisker_low"": 52.0, ""whisker_high"": 95.0, ""outliers"": []}"
2023,H1B2,NEF1102,Engineering physics 1,NEF1102-2023-H1B2,2023120,18,"{""q1"": 54.25, ""median"": 67.0, ""q3"": 74.75, ""whisker_low"": 34.0, ""whisker_high"": 82.0, ""outliers"": [21.0]}"
2023,H1B2,NEF1105,Mathematics for engineering and science,NEF1105-2023-H1B2,2023120,50,"{""q1"": 47.0, ""median"": 69.0, ""q3"": 86.0, ""whisker_low"": 0.0, ""whisker_high"": 96.0, ""outliers"": []}"
2023,H1B2,NEF1202,Engineering physics 2,NEF1202-2023-H1B2,2023120,9,{}
2023,H1B2,NEF2101,Fluid mechanics 1,NEF2101-2023-H1B2,2023120,30,"{""q1"": 57.75, ""median"": 68.0, ""q3"": 82.0, ""whisker_low"": 46.0, ""whisker_high"": 100.0, ""outliers"": []}"
2023,H1B2,NEF3101,Project management,NEF3101-2023-H1B2,2023120,21,"{""q1"": 64.0, ""median"": 70.0, ""q3"": 80.0, ""whisker_low"": 52.0, ""whisker_high"": 90.0, ""outliers"": [23.0, 36.0]}"
2023,H1B2,NEF4001,Computational heat and fluid flows,NEF4001-2023-H1B2,2023120,19,"{""q1"": 56.0, ""median"": 60.0, ""q3"": 65.5, ""whisker_low"": 50.0, ""whisker_high"": 75.0, ""outliers"": [32.0, 88.0, 81.0]}"
2023,H1B2,NEF4105,Professional engineering practice,NEF4105-2023-H1B2,2023120,30,"{""q1"": 72.25, ""median"": 80.5, ""q3"": 87.75, ""whisker_low"": 61.0, ""whisker_high"": 91.0, ""outliers"": [0.0]}"
2023,H1B2,NEM3101,Engineering analysis and modelling,NEM3101-2023-H1B2,2023120,26,"{""q1"": 24.75, ""median"": 47.0, ""q3"": 52.0, ""whisker_low"": 2.0, ""whisker_high"": 70.0, ""outliers"": []}"
2023,HES1,JES0001,Cross institutional outbound,JES0001-2023-HES1,2023110,1,{}
2023,H1B1,NBC1111,Fundamentals of building construction,NBC1111-2023-H1B1,2023110,121,"{""q1"": 61.5, ""median"": 71.0, ""q3"": 79.5, ""whisker_low"": 35.0, ""whisker_high"": 94.0, ""outliers"": [30.0, 23.0, 34.0, 4.0, 6.0, 19.0, 5.0, 11.0, 0.0, 13.0]}"
2023,H1B1,NBC2002,Building regulations,NBC2002-2023-H1B1,2023110,54,"{""q1"": 64.5, ""median"": 74.5, ""q3"": 81.0, ""whisker_low"": 50.0, ""whisker_high"": 87.0, ""outliers"": [0.0]}"
2023,H1B1,NBC3003,Building services management,NBC3003-2023-H1B1,2023110,16,"{""q1"": 64.0, ""median"": 66.5, ""q3"": 76.0, ""whisker_low"": 58.0, ""whisker_high"": 80.0, ""outliers"": [10.0]}"
2023,H1B1,NBC3004,Construction economics,NBC3004-2023-H1B1,2023110,28,"{""q1"": 66.25, ""median"": 71.0, ""q3"": 73.25, ""whisker_low"": 57.0, ""whisker_high"": 80.0, ""outliers"": [54.0, 84.0, 50.0]}"
2023,H1B1,NBC3204,Complex construction,NBC3204-2023-H1B1,2023110,56,"{""q1"": 60.75, ""median"": 69.5, ""q3"": 77.25, ""whisker_low"": 40.0, ""whisker_high"": 88.0, ""outliers"": [26.0, 34.0, 35.0]}"
2023,H1B1,NBC4001,Procurement management,NBC4001-2023-H1B1,2023110,30,"{""q1"": 71.5, ""median"": 76.5, ""q3"": 80.0, ""whisker_low"": 60.0, ""whisker_high"": 91.0, ""outliers"": [28.0, 51.0]}"
2023,H1B1,NBD1101,Building design documentation,NBD1101-2023-H1B1,2023110,34,"{""q1"": 74.25, ""median"": 79.0, ""q3"": 82.75, ""whisker_low"": 63.0, ""whisker_high"": 88.0, ""outliers"": [20.0, 60.0]}"
2023,H1B1,NBD2002,Building contract documentation,NBD2002-2023-H1B1,2023110,26,"{""q1"": 67.75, ""median"": 73.5, ""q3"": 80.0, ""whisker_low"": 60.0, ""whisker_high"": 91.0, ""outliers"": []}"
2023,H1B1,NBD3001,Risk and safety management,NBD3001-2023-H1B1,2023110,19,"{""q1"": 65.0, ""median"": 66.0, ""q3"": 74.5, ""whisker_low"": 54.0, ""whisker_high"": 81.0, ""outliers"": [23.0, 44.0]}"
2023,H1B1,NEA2201,Building development and compliance,NEA2201-2023-H1B1,2023110,57,"{""q1"": 67.0, ""median"": 70.0, ""q3"": 75.0, ""whisker_low"": 60.0, ""whisker_high"": 86.0, ""outliers"": [54.0, 6.0]}"
2023,H1B1,NEC2102,Solid mechanics,NEC2102-2023-H1B1,2023110,27,"{""q1"": 48.0, ""median"": 53.0, ""q3"": 74.5, ""whisker_low"": 18.0, ""whisker_high"": 96.0, ""outliers"": []}"
2023,H1B1,NEC3101,Structural analysis,NEC3101-2023-H1B1,2023110,26,"{""q1"": 67.0, ""median"": 73.0, ""q3"": 77.75, ""whisker_low"": 51.0, ""whisker_high"": 84.0, ""outliers"": []}"
2023,H1B1,NEC4101,Environmental engineering 1,NEC4101-2023-H1B1,2023110,21,"{""q1"": 60.0, ""median"": 63.0, ""q3"": 70.0, ""whisker_low"": 50.0, ""whisker_high"": 82.0, ""outliers"": [87.0]}"
